Title;Author;Avg Rating;Ratings
The Best of Myles;Myles na gCopaleen;4.22;681
Code Name Cassandra (1-800-Where-R-You, #2);Jenny Carroll;4.06;12,599
How to Flirt with a Naked Werewolf (Naked Werewolf, #1);Molly Harper;3.93;21,080
The Glass Palace;Amitav Ghosh;3.98;23,964
I'll Be Your Drill, Soldier;Crystal Rose;4.08;5,225
Sing Me to Sleep;Angela Morrison;3.95;6,444
Euclid's Elements;Euclid;4.31;2,998
The Tragedy of Man;Imre Madách;4.20;2,174
Bloodline (Sigma Force, #8);James Rollins;4.21;23,696
The Case of the Cosmological Killer: The Rendlesham Incident (Displaced Detective, #3);Stephanie Osborn;4.18;49
Never Seduce a Scot (The Montgomerys and Armstrongs, #1);Maya Banks;4.16;28,445
Secret Deceptions (Amatore's Restaurant #1);James Sillwood;4.46;48
Untamed;Glennon Doyle;4.03;258,696
Chapterhouse: Dune (Dune #6);Frank Herbert;3.92;52,910
Long Shadows (Warriors: Power of Three, #5);Erin Hunter;4.32;16,461
Love Bites (Vampire Kisses, #7);Ellen Schreiber;4.13;19,164
Secrets of a Summer Night (Wallflowers, #1);Lisa Kleypas;4.04;61,530
TimeRiders (TimeRiders, #1);Alex Scarrow;3.82;11,790
El caballero de la armadura oxidada;Robert Fisher;3.77;18,634
Black Lamb and Grey Falcon;Rebecca West;4.22;2,140
Nightrise (Power of Five, #3);Anthony Horowitz;4.04;13,750
Embassytown;China Miéville;3.89;30,253
From Ashes (From Ashes, #1);Molly McAdams;4.12;27,446
Torn;Cat Clarke;3.86;3,780
Seras-tu là?;Guillaume Musso;3.97;7,628
Broken (Will Trent, #4);Karin Slaughter;4.15;51,419
House of Salt and Sorrows;Erin A. Craig;3.93;47,189
Conquer Your Deliverance: How to Live a Life of Total Freedom;John Ramirez;4.33;574
Kissing Coffins (Vampire Kisses, #2);Ellen Schreiber;3.88;25,351
Ninth Grade Slays (The Chronicles of Vladimir Tod, #2);Heather Brewer;4.14;24,457
Running Blind (Jack Reacher, #4);Lee Child;4.10;92,700
Infinity Welcomes Careful Drivers (Red Dwarf #1);Grant Naylor;4.07;26,309
The Autobiography of Henry VIII: With Notes by His Fool, Will Somers;Margaret George;4.23;27,990
The Earthsea Quartet (Earthsea Cycle, #1-4);Ursula K. Le Guin;4.28;9,885
The One (Species Intervention #6609, #6);J.K. Accinni;4.45;260
The Shining Girls;Lauren Beukes;3.57;46,286
Brain on Fire: My Month of Madness;Susannah Cahalan;4.05;188,768
Our Game;John le Carré;3.71;6,169
Fell (The Sight, #2);David Clement-Davies;4.18;5,779
The Jester;James Patterson;3.80;19,121
Travels with My Aunt;Graham Greene;3.82;12,303
Goddess Boot Camp (Oh. My. Gods., #2);Tera Lynn Childs;3.89;11,386
Toll the Hounds (Malazan Book of the Fallen, #8);Steven Erikson;4.36;27,859
Barney's Version;Mordecai Richler;4.16;10,804
Our Lady of the Flowers;Jean Genet;4.02;5,610
Seven Sons (Gypsy Brothers, #1);Lili St. Germain;3.95;16,290
Twice Upon a Time (Half Upon a Time, #2);James  Riley;4.34;3,718
Now You See Me (Lacey Flint, #1);Sharon J. Bolton;4.02;23,930
This is Going to Hurt: Secret Diaries of a Junior Doctor;Adam Kay;4.39;198,898
Felix Ever After;Kacen Callender;4.38;31,190
A Single Shard;Linda Sue Park;3.91;38,215
Refuge: An Unnatural History of Family and Place;Terry Tempest Williams;4.17;9,045
A Personal Matter;Kenzaburō Ōe;3.90;10,720
Eragon & Eldest (Inheritance, #1-2);Christopher Paolini;4.30;25,959
A Season in Hell and The Drunken Boat;Arthur Rimbaud;4.34;8,195
Tales of the Otherworld (Otherworld Stories, #2);Kelley Armstrong;4.24;10,625
The Counterfeiters;André Gide;3.85;8,223
Slawter (The Demonata, #3);Darren Shan;4.17;13,466
Palace of Mirrors (The Palace Chronicles, #2);Margaret Peterson Haddix;3.90;12,349
The Case of the Displaced Detective: At Speed (Displaced Detective, #2);Stephanie Osborn;4.23;71
The Other;Thomas Tryon;3.99;20,642
حياة في الإدارة;Ghazi A. Algosaibi;4.48;12,256
Sodom and Gomorrah;Marcel Proust;4.35;6,621
Ink and Bone (The Great Library, #1);Rachel Caine;3.96;25,218
The Marvels;Brian Selznick;3.98;18,281
The Overcoat;Nikolai Gogol;4.15;31,798
Devil's Bait;Debbie Boek;4.21;135
A Monstrous Regiment of Women (Mary Russell and Sherlock Holmes #2);Laurie R. King;4.04;23,411
Rimas y leyendas;Gustavo Adolfo Bécquer;4.09;9,081
The Face on the Milk Carton (Janie Johnson, #1);Caroline B. Cooney;3.72;56,283
Slapstick, or Lonesome No More!;Kurt Vonnegut Jr.;3.87;36,997
In Watermelon Sugar;Richard Brautigan;3.88;17,264
The Daughter of Ares Chronicles:  The Complete Trilogy;Shannon McRoberts;4.47;103
Prisoner of Night and Fog (Prisoner of Night and Fog, #1);Anne Blankman;4.01;10,505
The Fish the Fighters and the Song-Girl;Janet E. Morris;4.57;148
"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help";Amanda Palmer;3.89;38,100
Société;Alexander Helas;4.28;434
Give Me Your Hand;Megan Abbott;3.30;18,212
Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1);Barry Hughart;4.28;9,849
Unless;Carol Shields;3.59;18,232
Parable of the Talents (Earthseed, #2);Octavia E. Butler;4.28;36,712
Appointment in Samarra;John O'Hara;3.82;14,330
Peak (Peak #1);Roland Smith;3.99;18,459
Touching Spirit Bear;Ben Mikaelsen;3.87;28,002
The Madness Underneath (Shades of London, #2);Maureen Johnson;3.88;16,442
The Bunker Diary;Kevin Brooks;3.81;10,175
Breathe In;Michelle Bellon;4.30;324
We Are Legion (We Are Bob) (Bobiverse, #1);Dennis E. Taylor;4.27;67,278
Landfill Dogs book;Shannon Johnstone;4.64;11
Obsidio (The Illuminae Files, #3);Amie Kaufman;4.47;45,607
Komt een vrouw bij de dokter;Kluun;3.69;7,533
Nobody's Fool (Sully #1);Richard Russo;4.11;26,392
Spice & Wolf, Vol. 01;Isuna Hasekura;4.19;4,696
The Star Diaries: Further Reminiscences of Ijon Tichy;Stanisław Lem;4.26;7,313
Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5);Rachel Renée Russell;4.38;27,258
Vampire Academy (Vampire Academy, #1-6);Richelle Mead;4.52;8,092
Pirate Latitudes;Michael Crichton;3.46;43,288
Gentlemen and Players (Malbry, #1);Joanne Harris;3.92;15,432
The Wild Girl;Kate Forsyth;3.94;3,845
Our Man in Havana;Graham Greene;3.96;30,327
Imagine Me (Shatter Me, #6);Tahereh Mafi;3.79;31,733
Alex, Approximately;Jenn Bennett;3.99;37,840
Rapture (Shadowdwellers, #2);Jacquelyn Frank;4.23;6,251
Het huis van de moskee;Kader Abdolah;4.07;9,573
Black Sun Rising (The Coldfire Trilogy, #1);C.S. Friedman;3.94;18,010
Raja Gidh / راجه گدھ;Bano Qudsia;4.18;2,776
Flags of Our Fathers;James D. Bradley;4.19;55,188
First Year (The Black Mage, #1);Rachel E. Carter;3.94;20,189
Falsely Accused of the Unthinkable;Glenis Kellet;4.35;328
Henderson the Rain King;Saul Bellow;3.77;14,397
De helaasheid der dingen;Dimitri Verhulst;3.79;10,445
Vlad: The Last Confession;C.C. Humphreys;3.88;3,078
Locke & Key, Vol. 1: Welcome to Lovecraft;Joe Hill;4.15;87,218
The Four Loves;C.S. Lewis;4.12;49,958
Ask and It Is Given: Learning to Manifest Your Desires;Esther Hicks;4.14;31,280
Brawn (New Species, #5);Laurann Dohner;4.20;17,426
Extinction;Thomas Bernhard;4.29;2,176
Between the Lives;Jessica Shirvington;4.20;5,079
The Shadows (Black Dagger Brotherhood, #13);J.R. Ward;4.26;36,518
The Warden and the Wolf King (The Wingfeather Saga #4);Andrew       Peterson;4.76;6,273
Relating Revolution: All It Takes Is One Person To Change;Kris Kelkar;4.38;620
The Setting Sun;Osamu Dazai;3.92;9,251
The Dying Animal;Philip Roth;3.64;9,858
Negima! Magister Negi Magi, Vol. 1 (Negima! Magister Negi Magi, #1);Ken Akamatsu;3.88;4,155
Say You're One of Them;Uwem Akpan;3.54;15,021
Among the Enemy (Shadow Children, #6);Margaret Peterson Haddix;4.16;18,011
Reckless (Mirrorworld, #1);Cornelia Funke;3.74;18,579
Transmetropolitan, Vol. 1: Back on the Street;Warren Ellis;4.21;42,722
Love the One You're With;Emily Giffin;3.73;162,874
The Skystone (Camulod Chronicles, #1);Jack Whyte;4.18;9,429
All In (The Blackstone Affair, #2);Raine Miller;4.10;54,259
What the Dog Saw and Other Adventures;Malcolm Gladwell;3.84;96,025
La estrella;Javi Araguz;3.93;744
Skinned (Cold Awakening, #1);Robin Wasserman;3.54;12,800
5 cm;Donny Dhirgantoro;3.87;14,498
The Persian Boy (Alexander the Great, #2);Mary Renault;4.19;8,485
Half Upon a Time (Half Upon a Time, #1);James  Riley;4.17;6,868
"Shift (Shift, #1-3; Silo, #2)";Hugh Howey;4.12;77,397
Martin Swans Diary: Black Water Crossing;Kyle Keyes;4.42;2,874
The Midnight Line (Jack Reacher, #22);Lee Child;4.06;71,589
Dreams of the Ringed Vale (Luthiel's Song, #1);Robert Fanney;3.54;5,725
Having Our Say: The Delany Sisters' First 100 Years;Sarah L. Delany;4.16;13,645
Return to Paradise (Leaving Paradise, #2);Simone Elkeles;4.03;32,950
H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1);Mark Walden;4.07;14,400
"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)";R.A. Salvatore;4.17;64,709
Sea of Poppies (Ibis Trilogy, #1);Amitav Ghosh;3.96;24,406
I'm With You;Allie Frost;4.25;433
An Absolutely Remarkable Thing (The Carls, #1);Hank Green;4.03;83,006
Agincourt;Bernard Cornwell;4.11;27,282
The Religion (Tannhauser, #1);Tim Willocks;4.10;2,978
Zero at the Bone (Zero at the Bone #1);Jane Seville;4.11;11,689
أرض البرتقال الحزين;Ghassan Kanafani;4.02;8,967
Gives Light (Gives Light, #1);Rose Christo;4.24;3,158
Valley of Silence (Circle Trilogy, #3);Nora Roberts;4.23;27,722
I See You;Clare Mackintosh;3.88;68,983
The Future of an Illusion;Sigmund Freud;3.77;6,041
After the Quake;Haruki Murakami;3.78;42,403
The Bellmaker (Redwall, #7);Brian Jacques;3.98;22,156
The Ruins;Scott        Smith;3.61;36,411
París (Caballo de Fuego #1);Florencia Bonelli;4.31;3,897
The Grand Sophy;Georgette Heyer;4.13;30,289
أنت لي;منى المرشود;3.90;22,959
The Iron Traitor (The Iron Fey: Call of the Forgotten, #2);Julie Kagawa;4.11;14,140
Goodbye Tsugumi;Banana Yoshimoto;3.72;9,844
The Book of Ivy (The Book of Ivy, #1);Amy Engel;4.15;19,698
Souls Unfractured (Hades Hangmen, #3);Tillie Cole;4.47;19,451
Perfect (Flawed, #2);Cecelia Ahern;4.20;17,065
A Head Full of Ghosts;Paul Tremblay;3.80;57,166
The Griffin & Sabine Trilogy;Nick Bantock;4.37;2,873
Outcast (Warriors: Power of Three, #3);Erin Hunter;4.26;18,357
The Sum of All Fears (Jack Ryan, #6);Tom Clancy;4.04;59,858
The Good Women of China: Hidden Voices;Xinran;4.28;9,998
Keep the Aspidistra Flying;George Orwell;3.89;17,542
Sin Undone (Demonica #5);Larissa Ione;4.27;29,814
Zodiac (Zodiac, #1);Romina Russell;3.72;11,525
The Seven Sisters (The Seven Sisters, #1);Lucinda Riley;4.16;63,629
Moxie;Jennifer Mathieu;4.27;25,325
Fifty-one Shades: A Parody;Andrew Shaffer;3.54;7,111
Mariel of Redwall (Redwall, #4);Brian Jacques;3.98;26,494
Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3);Heather Brewer;4.24;20,357
Stonehenge;Bernard Cornwell;3.66;10,838
This Isn't What It Looks Like (Secret, #4);Pseudonymous Bosch;4.30;14,266
The Season of Passage;Christopher Pike;4.15;3,210
The Return;Victoria Hislop;3.86;10,930
Stung (Stung, #1);Bethany Wiggins;4.01;10,877
Just One Year (Just One Day, #2);Gayle Forman;3.89;41,605
رجال في الشمس;غسان كنفاني;4.18;18,742
The Girl in the Tower (The Winternight Trilogy, #2);Katherine Arden;4.30;75,003
The Insult;Rupert Thomson;3.42;1,576
Book of Leo: Prequel to Mystical Trash;Mary Ramsey;4.32;568
If You Give a Moose a Muffin;Laura Joffe Numeroff;4.18;61,570
300;Frank Miller;3.96;47,798
A Small Death in Lisbon;Robert Wilson;3.88;8,269
The Fuck-Up;Arthur Nersesian;3.56;11,200
Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves;Farley Mowat;4.20;22,855
Skellig (Skellig, #1);David Almond;3.81;24,240
Swamplandia!;Karen Russell;3.28;56,854
Lullaby (Watersong, #2);Amanda Hocking;3.85;12,947
The Treachery of Beautiful Things;Ruth Frances Long;3.81;5,569
Une vie;Guy de Maupassant;3.85;10,852
رغم الفراق;نور عبدالمجيد;3.95;8,997
The Girl Who Was Supposed to Die;April Henry;4.05;10,387
Open;Andre Agassi;4.24;96,577
Solitaire;Alice Oseman;3.59;18,409
The Dionysus Connection (Perception Series #1);Liz  Cowan;4.14;95
Without;Brian Dennis Hartford;4.23;160
Front Desk (Front Desk, #1);Kelly Yang;4.42;23,614
Smokin' Seventeen (Stephanie Plum, #17);Janet Evanovich;3.96;78,260
Dawn on a Distant Shore (Wilderness, #2);Sara Donati;4.22;16,821
The Last Thing I Remember (The Homelanders, #1);Andrew Klavan;4.01;6,768
The Walking Dead, Book One;Robert Kirkman;4.35;36,283
Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board;Bethany Hamilton;4.07;12,190
A Woman of No Importance;Oscar Wilde;3.82;13,992
Istanbul: Memories and the City;Orhan Pamuk;3.80;17,308
Rise of the Huntress (The Last Apprentice / Wardstone Chronicles, #7);Joseph Delaney;4.18;12,848
Shadow Team GB (Starbirth, #3);J.M. Johnson;4.75;88
The Wind Singer (Wind on Fire, #1);William Nicholson;3.87;17,216
Eagle in the Snow: A Novel of General Maximus and Rome's Last Stand;Wallace Breem;4.13;2,429
Dragon Spear (Dragon Slippers, #3);Jessica Day George;4.19;14,489
Le Comte de Monte-Cristo I  (Le Comte de Monte-Cristo #1 of 2);Alexandre Dumas;4.53;7,396
Reamde;Neal Stephenson;3.98;54,263
This One Summer;Mariko Tamaki;3.69;66,673
Musicophilia: Tales of Music and the Brain;Oliver Sacks;3.92;62,959
NeuroTribes: The Legacy of Autism and the Future of Neurodiversity;Steve Silberman;4.31;10,787
Beautiful Broken Things (Beautiful Broken Things, #1);Sara  Barnard;3.78;8,826
Slow Burn (Lost Kings MC, #1);Autumn Jones Lake;3.98;8,942
The Importance of Being Wild;J.J. Sorel;4.17;155
A Curve in the Road;Julianne MacLean;3.79;32,980
Have Space Suit—Will Travel;Robert A. Heinlein;3.92;29,942
El llano en llamas;Juan Rulfo;4.20;16,222
The Drowned and the Saved;Primo Levi;4.43;6,869
Me & Emma;Elizabeth Flock;3.90;21,021
The Journeyer;Gary Jennings;4.31;3,525
Term Limits;Vince Flynn;4.32;33,478
Unfinished Tales of Númenor and Middle-Earth;J.R.R. Tolkien;3.93;37,651
Marie Antoinette: The Portrait of an Average Woman;Stefan Zweig;4.32;5,300
A History of Western Philosophy;Bertrand Russell;4.10;34,779
The Chaos (Numbers, #2);Rachel Ward;3.82;7,660
King of Thorns (The Broken Empire, #2);Mark  Lawrence;4.19;59,153
Rose Under Fire;Elizabeth Wein;4.10;22,250
Snow in August;Pete Hamill;3.94;6,102
Angels Fall;Nora Roberts;4.01;45,312
My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack, #6);L.A. Meyer;4.25;7,226
Phenomenology of Spirit;Georg Wilhelm Friedrich Hegel;3.96;16,320
Spell of the Highlander (Highlander, #7);Karen Marie Moning;4.27;25,904
Conversations with Friends;Sally Rooney;3.83;211,196
Varjak Paw  (Varjak Paw #1);S.F. Said;4.14;5,369
The Missing Piece Meets the Big O;Shel Silverstein;4.35;12,661
The Kingdom of God Is Within You;Leo Tolstoy;4.11;3,876
The Robots of Dawn (Robot, #3);Isaac Asimov;4.17;43,959
Demons of the Ocean (Vampirates, #1);Justin Somper;3.84;9,157
Brilliance of the Moon (Tales of the Otori, #3);Lian Hearn;4.06;19,629
Passenger (Passenger, #1);Alexandra Bracken;3.75;42,218
What's Eating Gilbert Grape;Peter Hedges;4.10;15,265
Leven Thumps and the Gateway to Foo (Leven Thumps, #1);Obert Skye;3.74;20,279
The Darkangel (Darkangel Trilogy, #1);Meredith Ann Pierce;3.90;9,062
Cry No More;Linda Howard;4.13;14,275
Knight (Unfinished Hero, #1);Kristen Ashley;3.92;52,779
Let the Storm Break (Sky Fall, #2);Shannon Messenger;4.14;5,324
The Postman;David Brin;3.90;34,499
The Kreutzer Sonata;Leo Tolstoy;3.89;22,347
Patria;Fernando Aramburu;4.38;28,132
Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness;Robert Specht;4.32;7,177
West with the Night;Beryl Markham;4.08;37,051
Hiroshima Mon Amour;Marguerite Duras;3.90;4,532
Shade's Children;Garth Nix;3.90;12,260
Skull Full of Kisses;Michael  West;4.14;66
نادي السيارات;Alaa Al Aswany;3.47;13,608
The Black Witch (The Black Witch Chronicles, #1);Laurie Forest;4.10;22,622
The Book of Sand and Shakespeare's Memory;Jorge Luis Borges;4.13;11,882
Crow Lake;Mary Lawson;3.93;18,844
The Wide-Awake Princess (Wide-Awake Princess, #1);E.D. Baker;4.11;12,827
Parade's End;Ford Madox Ford;3.87;6,417
Shadows in Paradise;Erich Maria Remarque;4.15;4,029
Parnassus on Wheels;Christopher  Morley;4.03;6,717
The Murders in the Rue Morgue - a C. Auguste Dupin Short Story (C. Auguste Dupin #1);Edgar Allan Poe;3.88;31,213
The Eye of Minds (The Mortality Doctrine, #1);James Dashner;3.85;37,500
Pygmy;Chuck Palahniuk;2.97;27,764
Enduring Love;Ian McEwan;3.64;39,843
Wintersong (Wintersong, #1);S. Jae-Jones;3.54;28,268
In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer;Steven A. Curley;4.34;500
The Perfect Couple;Elin Hilderbrand;3.95;80,841
Resistance;Jennifer A. Nielsen;4.33;6,984
The Forgotten Hours;Katrin Schumann;3.70;22,408
The Library Book;Susan Orlean;3.88;99,283
Witch Song (Witch Song, #1);Amber Argyle;3.68;5,375
A Pocket Full of Rye (Miss Marple, #6);Agatha Christie;3.90;36,402
Remember Me (Remember Me, #1-3);Christopher Pike;4.13;9,073
Girl, Missing (Girl, Missing, #1);Sophie McKenzie;3.92;11,858
The Wake (The Sandman, #10);Neil Gaiman;4.52;44,512
High Couch of Silistra (Silistra, #1);Janet E. Morris;3.63;390
Leah on the Offbeat (Simonverse #3);Becky Albertalli;3.83;69,020
The Myth of Sisyphus;Albert Camus;4.17;33,110
Flowers from the Storm;Laura Kinsale;4.10;14,629
Holiday in Death (In Death, #7);J.D. Robb;4.30;39,025
Bud, Not Buddy;Christopher Paul Curtis;3.94;104,202
Maximum Security (Cherub, #3);Robert Muchamore;4.27;21,272
Dangerous Angels (Weetzie Bat, #1-5);Francesca Lia Block;4.24;8,770
Narrenturm (Trylogia husycka, #1);Andrzej Sapkowski;4.05;8,650
Torrent (River of Time, #3);Lisa Tawn Bergren;4.30;9,274
A Perfect Day for Bananafish;J.D. Salinger;4.32;9,439
The Half Brother;Lars Saabye Christensen;4.11;3,358
The Pledge (The Pledge, #1);Kimberly Derting;3.79;28,526
It Happened One Wedding (FBI/US Attorney, #5);Julie James;4.08;15,559
The Unwanted Wife (Unwanted, #1);Natasha Anders;3.93;31,295
Beware of Pity;Stefan Zweig;4.22;11,533
H is for Hawk;Helen Macdonald;3.72;68,199
The Bat (The Red Grouse Tales) - A coming of age story involving a search after truth, doubt and a bat!;Leslie   Garland;4.36;397
Eligible: A Modern Retelling of Pride & Prejudice (The Austen Project, #4);Curtis Sittenfeld;3.61;83,247
The Escape (John Puller, #3);David Baldacci;4.18;50,793
Manufacturing Consent: The Political Economy of the Mass Media;Edward S. Herman;4.25;17,317
Ride the Wind;Lucia St. Clair Robson;4.38;5,485
Janitors (Janitors, #1);Tyler Whitesides;3.91;7,836
Monkey: The Journey to the West;Wu Cheng'en;4.04;6,079
Forward the Foundation (Foundation: Prequel #2);Isaac Asimov;4.15;50,096
The Varieties of Scientific Experience: A Personal View of the Search for God;Carl Sagan;4.28;9,678
North! or Be Eaten (The Wingfeather Saga, #2);Andrew       Peterson;4.54;8,531
The Watchers: The Tomb;Carl Novakovich;4.37;555
Something Happened;Joseph Heller;3.54;7,429
The Milagro Beanfield War;John     Nichols;4.09;10,056
Supernova: Petir;Dee Lestari;3.93;8,886
Dairy Queen (Dairy Queen, #1);Catherine Gilbert Murdock;3.74;27,494
Princeps' Fury (Codex Alera, #5);Jim Butcher;4.37;59,507
Something Like Fate;Susane Colasanti;3.70;19,499
Vurt (Vurt, #1);Jeff Noon;4.05;8,933
The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II;Denise Kiernan;3.69;29,257
Bounty from the Box: The CSA Farm Cookbook;Mi Ae Lipe;4.38;122
The March of Folly: From Troy to Vietnam;Barbara W. Tuchman;4.02;5,713
The Rebel;Albert Camus;4.15;13,224
Island of the Sequined Love Nun;Christopher Moore;3.79;32,051
Adam și Eva;Liviu Rebreanu;4.19;5,729
Tangled Webs (The Black Jewels, #6);Anne Bishop;4.06;12,283
The Other Queen (The Plantagenet and Tudor Novels, #15);Philippa Gregory;3.68;45,195
Genghis: Lords of the Bow (Conqueror, #2);Conn Iggulden;4.35;19,775
What's Left of Me (What's Left of Me, #1);Amanda Maxlyn;4.27;7,865
